,org_type,org_code,year,subgroup,population,in_seat_attendance,state_in_seat_attendance,average_daily_attendance,state_average_daily_attendance,School Name
3,school,0187,2016,female,,0.916,0.893,,,Somerset Preparatory Academy PCS
4,school,0187,2016,economy,,0.913,0.876,,,Somerset Preparatory Academy PCS
5,school,0187,2016,bl7,,0.912,0.879,,,Somerset Preparatory Academy PCS
6,school,0187,2016,all,,0.913,0.888,,,Somerset Preparatory Academy PCS
1,school,0216,2016,sped,,0.494,0.577,,,Community College Preparatory Academy PCS
2,school,0216,2016,male,,0.545,0.707,,,Community College Preparatory Academy PCS
3,school,0216,2016,female,,0.558,0.705,,,Community College Preparatory Academy PCS
4,school,0216,2016,bl7,,0.554,0.669,,,Community College Preparatory Academy PCS
5,school,0216,2016,all,,0.55,0.706,,,Community College Preparatory Academy PCS
1,school,0228,2016,wh7,,0.937,0.959,,,Lee Montessori PCS
2,school,0228,2016,sped,,0.912,0.921,,,Lee Montessori PCS
3,school,0228,2016,male,,0.913,0.928,,,Lee Montessori PCS
4,school,0228,2016,female,,0.931,0.931,,,Lee Montessori PCS
5,school,0228,2016,economy,,0.89,0.923,,,Lee Montessori PCS
6,school,0228,2016,bl7,,0.906,0.92,,,Lee Montessori PCS
7,school,0228,2016,all,,0.922,0.929,,,Lee Montessori PCS
1,school,0233,2016,sped,,0.47,0.577,,,Academy of Hope Adult PCS
2,school,0233,2016,male,,0.672,0.707,,,Academy of Hope Adult PCS
3,school,0233,2016,hi7,,0.625,0.724,,,Academy of Hope Adult PCS
4,school,0233,2016,female,,0.662,0.705,,,Academy of Hope Adult PCS
5,school,0233,2016,bl7,,0.667,0.669,,,Academy of Hope Adult PCS
6,school,0233,2016,all,,0.664,0.706,,,Academy of Hope Adult PCS
1,school,0234,2016,female,,0.886,0.936,,,Democracy Prep Congress Heights PCS
2,school,0234,2016,economy,,0.883,0.929,,,Democracy Prep Congress Heights PCS
3,school,0234,2016,bl7,,0.884,0.926,,,Democracy Prep Congress Heights PCS
4,school,0234,2016,all,,0.883,0.935,,,Democracy Prep Congress Heights PCS
5,school,0234,2016,sped,,0.881,0.925,,,Democracy Prep Congress Heights PCS
6,school,0234,2016,male,,0.881,0.934,,,Democracy Prep Congress Heights PCS
7,school,0234,2016,hi7,,0.869,0.948,,,Democracy Prep Congress Heights PCS
1,school,0245,2016,sped,,0.886,0.931,,,Harmony DC PCS School of Excellence
2,school,0245,2016,male,,0.924,0.941,,,Harmony DC PCS School of Excellence
3,school,0245,2016,female,,0.916,0.943,,,Harmony DC PCS School of Excellence
4,school,0245,2016,economy,,0.92,0.936,,,Harmony DC PCS School of Excellence
5,school,0245,2016,bl7,,0.921,0.933,,,Harmony DC PCS School of Excellence
6,school,0245,2016,all,,0.92,0.942,,,Harmony DC PCS School of Excellence
1,school,0248,2016,wh7,,0.951,0.956,,,District of Columbia International School
2,school,0248,2016,sped,,0.942,0.908,,,District of Columbia International School
3,school,0248,2016,mu7,,0.95,0.946,,,District of Columbia International School
4,school,0248,2016,male,,0.944,0.928,,,District of Columbia International School
5,school,0248,2016,lep,,0.936,0.939,,,District of Columbia International School
6,school,0248,2016,hi7,,0.941,0.942,,,District of Columbia International School
7,school,0248,2016,female,,0.938,0.931,,,District of Columbia International School
8,school,0248,2016,economy,,0.938,0.923,,,District of Columbia International School
9,school,0248,2016,bl7,,0.936,0.922,,,District of Columbia International School
10,school,0248,2016,as7,,0.936,0.962,,,District of Columbia International School
11,school,0248,2016,all,,0.941,0.929,,,District of Columbia International School
1,school,0260,2016,sped,,0.855,0.59,,,Monument Academy PCS
2,school,0260,2016,male,,0.842,0.587,,,Monument Academy PCS
3,school,0260,2016,female,,0.894,0.626,,,Monument Academy PCS
4,school,0260,2016,economy,,0.866,0.606,,,Monument Academy PCS
5,school,0260,2016,bl7,,0.866,0.609,,,Monument Academy PCS
6,school,0260,2016,all,,0.866,0.607,,,Monument Academy PCS
1,school,0263,2016,sped,,0.916,0.916,,,Washington Global PCS
2,school,0263,2016,male,,0.944,0.93,,,Washington Global PCS
3,school,0263,2016,female,,0.944,0.936,,,Washington Global PCS
4,school,0263,2016,economy,,0.944,0.927,,,Washington Global PCS
5,school,0263,2016,bl7,,0.944,0.926,,,Washington Global PCS
6,school,0263,2016,all,,0.944,0.933,,,Washington Global PCS
1,school,0267,2016,sped,,0.673,0.59,,,Kingsman Academy PCS
2,school,0267,2016,male,,0.707,0.587,,,Kingsman Academy PCS
3,school,0267,2016,female,,0.689,0.626,,,Kingsman Academy PCS
4,school,0267,2016,economy,,0.7,0.606,,,Kingsman Academy PCS
5,school,0267,2016,bl7,,0.698,0.609,,,Kingsman Academy PCS
6,school,0267,2016,all,,0.7,0.607,,,Kingsman Academy PCS
1,school,0255,2016,sped,,0.888,0.924,,,The Children's Guild PCS
2,school,0255,2016,male,,0.879,0.937,,,The Children's Guild PCS
3,school,0255,2016,female,,0.892,0.94,,,The Children's Guild PCS
4,school,0255,2016,economy,,0.885,0.933,,,The Children's Guild PCS
5,school,0255,2016,bl7,,0.884,0.93,,,The Children's Guild PCS
6,school,0255,2016,all,,0.884,0.938,,,The Children's Guild PCS
0,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Breakthrough Montessori PCS
1,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Breakthrough Montessori PCS
0,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Goodwill Excel Center PCS
1,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Goodwill Excel Center PCS
0,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Rocketship DC PCS
1,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Rocketship DC PCS
0,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Washington Leadership Academy PCS
1,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,Washington Leadership Academy PCS
